magnet_bpar	lockin_1_ResX	lockin_2_ResX	lockin_3_ResX	lockin_4_ResX	lockin_5_ResX
-0.2125	13552.340865	6944.4715977	295.08003499	170.23774562	65.941241337
-0.21375	13551.019132	6947.2208619	295.48357707	173.3449637	66.461187089
-0.215	13552.507758	6948.4367967	295.42918783	173.27273963	66.175760003
-0.21625	13552.343845	6950.3568113	295.53028289	171.9894819	67.075347761
-0.2175	13552.360237	6951.9139826	295.2803392	172.71852121	67.10049347
-0.21875	13552.91307	6955.3099573	295.31284235	170.95439835	66.609116038
-0.22	13552.895188	6957.8878582	295.31200416	172.82123445	67.051878432
-0.22125	13552.387059	6962.4744356	295.70315965	172.91645054	68.049755646
-0.2225	13552.772999	6962.9892707	295.26632279	173.43303189	68.095728057
-0.22375	13553.635776	6969.8221982	295.30467	171.25527374	67.331735045
-0.225	13552.939892	6972.8195667	295.22331897	171.41482094	67.240168573
-0.22625	13554.431498	6972.4492729	295.15877832	171.45761522	67.594705615
-0.2275	13552.932441	6973.6860693	295.58034148	172.33396647	68.153283792
-0.22875	13554.815948	6977.2101939	295.43745331	172.76302679	68.840500899
-0.23	13554.422557	6988.748908	295.42781413	174.51178282	66.895334749
-0.23125	13554.70866	6989.8754358	295.55580113	172.48166259	66.967878956
-0.2325	13554.492593	6990.0177419	295.77424284	172.83080379	67.562010372
-0.23375	13555.042446	6993.445009	295.12320179	174.02196536	68.328058114
-0.235	13555.812836	7003.1277835	295.51978223	173.02952474	68.269576877
-0.23625	13555.465639	7007.8827441	295.31638138	172.92554257	68.444840144
-0.2375	13556.160033	7009.3475282	295.51910702	171.84577882	68.468926474
-0.23875	13555.295765	7009.6991956	295.53773347	171.56050308	68.482966162
-0.24	13555.148244	7013.9184594	295.84183358	172.08039062	68.266614107
-0.24125	13555.566967	7013.9542222	296.02022842	173.78127668	67.097059218
-0.2425	13555.531204	7013.6256516	295.21225952	173.15372825	69.136387901
-0.24375	13555.912673	7015.1440799	295.74770015	175.28427998	67.800487159
-0.245	13555.561006	7016.5656507	295.55412475	173.17471793	67.684100941
-0.24625	13555.309176	7018.1250572	295.57414819	173.50695562	67.47705047
-0.2475	13555.215299	7018.109411	295.42162083	173.79762139	68.176491186
-0.24875	13556.151092	7019.9593902	295.8372701	175.32004276	67.400623811
-0.25	13556.177914	7020.137459	295.9743375	174.88157609	68.63148883
